model,dataset,experiment_name,perturbation,dose,DEGs,r2mean,r2mean_top20,r2mean_top100,r2mean_all_boostrap_mean,r2mean_top20_boostrap_mean,r2mean_top100_boostrap_mean,cell_type_test,average_mean_expressed_diff,average_fractions_diff,average_mean_degs20_diff,average_mean_degs100_diff,edistance,wasserstein,euclidean,mean_pairwise,mmd
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_10_0_30_0_19193,tcdd,0.01,8,0.98,0.978,0.97,0.9801140295955163,0.9615387612907459,0.9749675526404676,Hepatocytes - portal,0.7644177,0.19821626090769945,0.420396,0.5418217,1.4177493533370447,0.9308577577640054,1.1906936,0.96788293,1.4177493429132646
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_03_0_1_3_0_30_0_19193,tcdd,3.0,39,0.933,0.935,0.962,0.9337314647258895,0.9638288565151011,0.9286913512982886,Hepatocytes - portal,0.8290642,0.23843549639296707,0.52202743,0.60160244,1.1569647896604616,0.9108638712992984,1.0756214,0.9621632,1.1569652061907714
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_03_0_1_1_0_3_0_10_0_30_0_19193,tcdd,3.0,46,0.937,0.943,0.972,0.937857355533515,0.9733866871525342,0.9384128149513554,Hepatocytes - portal,0.76921326,0.21675558855953744,0.5643633,0.6276109,1.356883925636193,0.9399008311588778,1.1648531,0.97989637,1.3568835505849561
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_03_0_1_1_0_30_0_19193,tcdd,1.0,34,0.955,0.943,0.976,0.9546850092905249,0.9740994874216556,0.9324720491898085,Hepatocytes - portal,0.8045494,0.25767113978455125,0.55617774,0.6030434,0.7095663579341467,0.8833129374806246,0.84235746,0.93747824,0.709567042464699
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_1_1_0_3_0_10_0_30_0_19193,tcdd,0.1,37,0.956,0.852,0.692,0.9569789269073502,0.7970991337634836,0.8550883599293158,Hepatocytes - portal,0.7696836,0.22456909134171857,0.39156416,0.4959508,0.5737146516496597,0.9026361597894003,0.7574391,0.9485034,0.573714615510177
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_03_0_1_3_0_30_0_19193,tcdd,30.0,31,0.656,0.806,0.887,0.6553263972190204,0.8906239336216725,0.8130411588626343,Hepatocytes - portal,0.76971275,0.21385067905131755,0.70346767,0.77657634,7.0415588597556775,3.7030222280900205,2.6535888,1.8758867,7.041560599277314
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_10_0_30_0_19193,tcdd,10.0,12,0.771,0.74,0.861,0.7715963745771763,0.8606453365670764,0.7390804765739779,Hepatocytes - portal,0.7409114,0.18640082201137806,0.7190922,0.7026371,13.083904778315057,2.7863927067739067,3.617165,1.6791017,13.083879675934401
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_03_0_1_1_0_30_0_19193,tcdd,30.0,36,0.669,0.806,0.891,0.668317280342731,0.8989742750960025,0.809997783713162,Hepatocytes - portal,0.7696453,0.23321520750143626,0.7226033,0.784799,6.297492845013348,3.4405485082434955,2.5094812,1.8038925,6.297493448687066
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_1_0_3_0_30_0_19193,tcdd,0.01,7,0.945,0.908,0.867,0.9452911414789353,0.9066084423573852,0.9010209788129121,Hepatocytes - portal,0.7901479,0.2405713399937397,0.45367312,0.5343353,1.0015615518125833,0.9140462496879073,1.0007803,0.9571609,1.001562941823574
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_03_0_1_1_0_3_0_10_0_30_0_19193,tcdd,10.0,36,0.834,0.817,0.908,0.8329612613689703,0.9081857102685325,0.810282198271925,Hepatocytes - portal,0.76329,0.20359080520459266,0.6812359,0.7367691,4.737207595648258,1.8611245561727734,2.1765094,1.3751189,4.737200092670618
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_1_1_0_3_0_10_0_30_0_19193,tcdd,1.0,42,0.968,0.966,0.986,0.9683217100654263,0.9835151274125157,0.9594323274506762,Hepatocytes - portal,0.76669294,0.20521299944330113,0.56987274,0.60035443,1.1514977831943305,1.005489452754725,1.0730784,1.00995,1.1514984921764133
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_10_0_30_0_19193,tcdd,30.0,34,0.667,0.797,0.884,0.6667737256244094,0.8905481052214362,0.8032065683823779,Hepatocytes - portal,0.76662964,0.2163187697295366,0.75034314,0.78826123,9.69110387509544,3.8927548111970816,3.1130543,1.9066534,9.691108403392676
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_1_0_3_1_0_3_0_30_0_19193,tcdd,0.01,12,0.937,0.893,0.839,0.9377916207803376,0.871162202850752,0.8849048377912763,Hepatocytes - portal,0.745254,0.2071313397243639,0.43051964,0.5203804,1.0125786995697132,0.9185996155869701,1.0062693,0.95902646,1.012578969736652
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_03_0_1_1_0_3_0_10_0_30_0_19193,tcdd,30.0,26,0.674,0.783,0.88,0.6744447170626876,0.8872032612804307,0.7876436187776479,Hepatocytes - portal,0.79097956,0.2430510839445472,0.7475208,0.8003358,5.5007305160490745,3.271075895076453,2.3453639,1.7567546,5.500731983307253
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_1_0_3_0_30_0_19193,tcdd,1.0,35,0.964,0.956,0.98,0.9638295921770882,0.9747439449421005,0.9471842527468943,Hepatocytes - portal,0.8222297,0.25823641527258934,0.49227172,0.56431806,0.5924460386898637,0.8464778316413415,0.7697052,0.9171995,0.5924459266531983
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_1_1_0_3_0_10_0_30_0_19193,tcdd,3.0,28,0.906,0.929,0.97,0.9063664035069005,0.9734510079008015,0.930125629059773,Hepatocytes - portal,0.7613755,0.19148399731044174,0.66476667,0.68571085,6.64434010528952,1.420407738405032,2.5776582,1.2029939,6.644337530359946
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_1_0_3_1_0_3_0_30_0_19193,tcdd,0.1,37,0.96,0.874,0.741,0.9610426078136534,0.8269105357525313,0.8785314442316718,Hepatocytes - portal,0.8232706,0.2310170663312952,0.4105844,0.5021366,0.5671512475553682,0.9124112600630074,0.75309455,0.95174325,0.5671512596598162
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_03_1_0_3_0_30_0_19193,tcdd,0.03,12,0.933,0.91,0.939,0.9324287648691153,0.9250549081561656,0.9041892095593168,Hepatocytes - portal,0.7498402,0.19274008025825537,0.3983499,0.53779376,1.7154328113149573,1.0393630719306024,1.3097456,1.0171257,1.715431007442627
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_1_0_3_0_30_0_19193,tcdd,3.0,22,0.941,0.937,0.966,0.9413888153785044,0.9634961151524765,0.9336304323980559,Hepatocytes - portal,0.8379554,0.3388704826991795,0.46852565,0.5766533,0.6554110514394911,0.7422728197403876,0.8095741,0.86529154,0.6554115609010922
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_03_10_0_30_0_19193,tcdd,0.03,12,0.958,0.943,0.958,0.95790089318792,0.9510321899347035,0.9379114537528349,Hepatocytes - portal,0.7329659,0.19635661480149602,0.44424623,0.5442534,2.2710226406392513,1.003618219106981,1.5069916,1.000343,2.271026061204145
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_1_1_0_3_0_10_0_30_0_19193,tcdd,10.0,24,0.805,0.789,0.902,0.8042797582713939,0.901480771913202,0.7857149165470636,Hepatocytes - portal,0.7659319,0.19612615828505034,0.7433804,0.7698,9.697996726256308,2.284760525443413,3.1141624,1.5234311,9.6979346790683
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_1_0_3_1_0_3_0_30_0_19193,tcdd,0.3,25,0.941,0.943,0.98,0.9417838957035383,0.9771159115307253,0.9278768771044738,Hepatocytes - portal,0.81631887,0.2480295061235279,0.46089488,0.5800398,0.7596873716222964,1.0573289480958143,0.8716001,1.0136951,0.759687872302319
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_1_0_3_0_30_0_19193,tcdd,30.0,39,0.681,0.824,0.885,0.6801250667038984,0.8961131098498655,0.8276866769351875,Hepatocytes - portal,0.7730242,0.22615352091660765,0.6840462,0.77034116,6.341649266707384,3.4288002098259116,2.5182624,1.7953207,6.341649725498329
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_03_1_0_3_0_30_0_19193,tcdd,1.0,39,0.966,0.96,0.98,0.9656252501149141,0.9752852150013606,0.9497988543108009,Hepatocytes - portal,0.78589356,0.22588812157634092,0.47973275,0.5433851,0.7373420123805957,0.9140926843875482,0.8586858,0.9564808,0.7373417539003776
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_1_1_0_3_0_10_0_30_0_19193,tcdd,30.0,27,0.672,0.781,0.867,0.6729675883669922,0.8725788216090719,0.7867835973112693,Hepatocytes - portal,0.766644,0.21938516683955914,0.7454264,0.7996976,8.2531505059583,3.69089923127456,2.8728304,1.8650681,8.253157280007496
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_03_10_0_30_0_19193,tcdd,10.0,25,0.81,0.767,0.867,0.8095416851595751,0.8675906849316429,0.7628241121609469,Hepatocytes - portal,0.7420447,0.19406207431081726,0.64599985,0.6779445,8.641333121940603,2.3862768287170204,2.9396136,1.5548064,8.641331595545527
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_1_0_3_1_0_3_0_30_0_19193,tcdd,1.0,42,0.958,0.955,0.982,0.9575082035685072,0.9754838284536835,0.9412888300156718,Hepatocytes - portal,0.7712834,0.21043288132129756,0.4645926,0.52634424,0.7131942102802931,0.8888839617883377,0.8445084,0.94253856,0.7131944017724126
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_03_1_0_3_0_30_0_19193,tcdd,3.0,46,0.947,0.951,0.972,0.9470117739223737,0.9740605652390784,0.9470026899514167,Hepatocytes - portal,0.78636193,0.22216471674906024,0.4901014,0.5851379,1.0014183772633263,0.859160755272917,1.0007098,0.93369704,1.0014185924793544
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_03_10_0_30_0_19193,tcdd,30.0,12,0.629,0.736,0.85,0.6284491016051714,0.8572751689356102,0.7410170834494169,Hepatocytes - portal,0.7578256,0.21264278672916512,0.80605584,0.81127363,23.33107619073994,4.699700755147613,4.830228,2.1168888,23.331093843479575
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_1_0_3_3_0_30_0_19193,tcdd,0.1,23,0.958,0.884,0.76,0.957880277959892,0.8187228778611391,0.8762445919616226,Hepatocytes - portal,0.82882226,0.2620522360010867,0.4429683,0.53368855,0.5886191186750175,0.907482382705351,0.76721555,0.94967735,0.5886191761252431
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_1_0_3_1_0_30_0_19193,tcdd,0.01,12,0.949,0.916,0.869,0.9490162695675519,0.8942613078236762,0.90781842190637,Hepatocytes - portal,0.7841109,0.22382976130610627,0.44147038,0.5360298,1.0189615107115968,0.9156643014878276,1.0094354,0.95776945,1.018960861569097
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_03_1_0_3_0_30_0_19193,tcdd,30.0,40,0.684,0.817,0.885,0.6835446306696329,0.8924816572736749,0.8215365829583214,Hepatocytes - portal,0.75043774,0.21006274596578556,0.68469733,0.7626725,7.855695847326441,3.690270011183895,2.8028002,1.8689029,7.855698428996451
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_1_0_3_1_0_3_0_30_0_19193,tcdd,3.0,44,0.949,0.945,0.97,0.9487957537485744,0.969674047255516,0.9380025882917187,Hepatocytes - portal,0.804052,0.26389888053514193,0.5018912,0.59898,0.6443794612691432,0.739416101822797,0.8027317,0.8643986,0.644380414132581
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_1_0_3_3_0_30_0_19193,tcdd,0.3,23,0.96,0.962,0.988,0.9602705430168438,0.9860021456519218,0.953579250073057,Hepatocytes - portal,0.7987216,0.23031688878262813,0.45791927,0.5811888,0.741499405616799,1.0885178851227582,0.86110383,1.029029,0.7415002250077172
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_03_0_1_3_0_30_0_19193,tcdd,0.03,4,0.901,0.856,0.901,0.9011239284732767,0.881936802304665,0.8430278082443143,Hepatocytes - portal,0.8013432,0.31151203292761204,0.50935733,0.5700119,1.2078792213929994,0.9754298887660678,1.0990349,0.98651254,1.207878781721159
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_1_0_3_1_0_3_0_30_0_19193,tcdd,30.0,39,0.684,0.821,0.887,0.6835365211571431,0.8954644151981033,0.8252167438955504,Hepatocytes - portal,0.76645625,0.23000930036398776,0.6834232,0.7710951,4.502461436959717,3.0520367824972596,2.1219049,1.6990196,4.5024588281539835
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_1_0_3_1_0_30_0_19193,tcdd,0.1,41,0.966,0.906,0.812,0.9656569761980773,0.8647874002250596,0.9069844116829866,Hepatocytes - portal,0.759115,0.20912682404222924,0.37798852,0.5001592,0.6769658355516238,0.9775336145416657,0.82277864,0.9867461,0.6769656840208276
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_03_0_1_0_3_1_0_30_0_19193,tcdd,0.03,7,0.922,0.887,0.918,0.9224461240333699,0.8998905775739499,0.8797429181179096,Hepatocytes - portal,0.7979458,0.2398480965355232,0.46756443,0.5638012,1.474879925460494,1.0147542457945211,1.2144462,1.0057595,1.4748789597167127
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_1_0_3_3_0_30_0_19193,tcdd,3.0,35,0.939,0.937,0.97,0.9396061730964703,0.9727029087769329,0.9308587962881206,Hepatocytes - portal,0.8123334,0.2491937004386021,0.54712456,0.6153829,0.8335740940145757,0.813492723121634,0.9130021,0.90888035,0.8335732274577184
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_03_0_1_3_0_30_0_19193,tcdd,0.1,43,0.974,0.925,0.854,0.9743343202345387,0.8965932122474334,0.9261610465644604,Hepatocytes - portal,0.76346606,0.2029637078136585,0.39298716,0.50389606,0.646618185962922,0.9893108595079574,0.8041261,0.9929435,0.6466175379723909
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_1_1_0_3_0_30_0_19193,tcdd,0.1,45,0.97,0.91,0.826,0.9694030156956974,0.8778638514132726,0.9135074184108503,Hepatocytes - portal,0.7525506,0.19649196653108428,0.34279093,0.48213753,0.7051026458780538,0.9824859248072787,0.839704,0.98961174,0.7051019319879342
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_1_0_3_1_0_30_0_19193,tcdd,0.3,24,0.955,0.962,0.988,0.9550416578123958,0.9859652511167105,0.9502787810649397,Hepatocytes - portal,0.77245826,0.21508999311746116,0.42702094,0.5502445,0.9499239037583405,1.1549783211065394,0.9746402,1.0682851,0.9499246416874261
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_03_0_1_0_3_1_0_30_0_19193,tcdd,0.1,38,0.968,0.906,0.803,0.9678536745239632,0.8692993336591789,0.9076906606625654,Hepatocytes - portal,0.79313904,0.23679604727964243,0.40607077,0.50143003,0.5680810203125519,0.9375223829664701,0.7537116,0.9652892,0.5680810743936233
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_1_0_3_3_0_30_0_19193,tcdd,30.0,33,0.661,0.808,0.88,0.6606723695341556,0.8850902992908938,0.8147003075167827,Hepatocytes - portal,0.76027566,0.20517106378616276,0.70029753,0.77265495,7.170947963064132,3.692558959284995,2.6778603,1.8767511,7.170943697470356
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_03_0_1_3_0_30_0_19193,tcdd,3.0,45,0.941,0.937,0.968,0.9401687051389602,0.970982838904463,0.9317700571861228,Hepatocytes - portal,0.78955173,0.21927778618011662,0.5226395,0.5926793,1.2652774158637388,0.9330820122183089,1.1248453,0.9755112,1.2652785460845535
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_1_1_0_3_0_30_0_19193,tcdd,1.0,42,0.955,0.958,0.984,0.954997114814218,0.9767253570287703,0.9462709589598636,Hepatocytes - portal,0.7634913,0.20118818477793915,0.44559056,0.5063316,0.8641023897138216,0.942188403527575,0.92957175,0.9727111,0.8641023927438242
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_1_0_3_1_0_30_0_19193,tcdd,1.0,36,0.956,0.956,0.982,0.9562433494974698,0.9752895860021262,0.9449660284159913,Hepatocytes - portal,0.78936017,0.22717454630354494,0.5170085,0.57062995,0.8008098328231947,0.926121999846855,0.8948803,0.9627172,0.8008099070673269
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_03_0_1_0_3_1_0_30_0_19193,tcdd,0.3,16,0.953,0.956,0.984,0.9526829443827866,0.9823261443488088,0.9444481763003294,Hepatocytes - portal,0.83345103,0.28446867966527606,0.4666787,0.5979731,0.73924862119543,1.0655683288131266,0.8597958,1.017643,0.739248714319405
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_03_1_0_10_0_30_0_19193,tcdd,0.01,20,0.966,0.978,0.976,0.9658628302677399,0.970686529412084,0.9747258352931467,Hepatocytes - portal,0.7362712,0.16708589565028123,0.30846822,0.5013805,1.3063837218033367,0.9862887151834869,1.1429709,0.9962639,1.3063854145116496
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_03_0_1_3_0_30_0_19193,tcdd,30.0,40,0.676,0.823,0.895,0.6747826493906176,0.9024519239641815,0.8277572421147419,Hepatocytes - portal,0.77741325,0.2244289943747348,0.673911,0.7518175,5.99176285826598,3.4348043049019488,2.4478083,1.7986507,5.991775843376251
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_1_0_3_1_0_30_0_19193,tcdd,30.0,25,0.653,0.787,0.887,0.6527287282476361,0.8945012228976796,0.7947848692838906,Hepatocytes - portal,0.79662585,0.2680430974281312,0.7332834,0.7877108,5.4206328707156075,3.3416499897675727,2.328228,1.7835215,5.420633500748349
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_1_1_0_3_0_30_0_19193,tcdd,3.0,35,0.943,0.943,0.974,0.9436283221699039,0.9742226033148029,0.9357393957972759,Hepatocytes - portal,0.82026374,0.26903577338467055,0.51454294,0.5965534,0.6689011083338885,0.7471331801330476,0.8178632,0.86868626,0.6689013379557132
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_03_0_1_0_3_1_0_30_0_19193,tcdd,1.0,26,0.958,0.947,0.98,0.9576551867908047,0.9762197317151506,0.9353581962823517,Hepatocytes - portal,0.8323811,0.27993477473293993,0.5387369,0.5972351,0.6596156731722965,0.8612728214167438,0.81216764,0.92567897,0.6596154755318017
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_03_1_0_10_0_30_0_19193,tcdd,0.03,10,0.935,0.901,0.929,0.9341258850718517,0.9158071803269638,0.8909190032806056,Hepatocytes - portal,0.76583,0.21220618841142241,0.42973724,0.5474249,1.4773021889948377,0.990634042996723,1.2154437,0.99250084,1.47730220982399
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_1_1_0_3_0_30_0_19193,tcdd,30.0,40,0.686,0.819,0.882,0.6854019723998068,0.8914663129932617,0.8240212223157787,Hepatocytes - portal,0.785994,0.22036667928680326,0.681331,0.7653835,5.194366984601421,3.213696940046749,2.2791164,1.7439742,5.194364577545608
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_03_0_1_0_3_1_0_30_0_19193,tcdd,30.0,37,0.674,0.815,0.895,0.6738078543101783,0.9040098464625149,0.8209202681485711,Hepatocytes - portal,0.804917,0.2507653011881876,0.7056868,0.78167665,5.147042234534322,3.207041760925424,2.2687094,1.7399483,5.147042999674712
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_03_1_0_10_0_30_0_19193,tcdd,1.0,39,0.953,0.951,0.976,0.9527815323965824,0.9690777125122039,0.9354489597542529,Hepatocytes - portal,0.7698029,0.20982392457857876,0.4735487,0.526996,0.9046309296981769,0.9539054174969089,0.9511219,0.9790273,0.9046309786209605
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_1_0_3_10_0_30_0_19193,tcdd,0.01,12,0.949,0.906,0.874,0.9483394323908658,0.8920825699184085,0.8984937653011744,Hepatocytes - portal,0.76969266,0.2151583173009838,0.45859575,0.5377638,1.0514443077788749,0.9234742395856119,1.0253997,0.9623763,1.0514437854320333
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_03_1_0_3_0_30_0_19193,tcdd,0.01,14,0.949,0.914,0.869,0.947901346818185,0.8985504315929499,0.906553754771016,Hepatocytes - portal,0.7759003,0.22030637493447433,0.43506828,0.5210864,0.9938150186752479,0.909243537816128,0.9969022,0.95410055,0.9938148841817603
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_03_1_0_10_0_30_0_19193,tcdd,10.0,33,0.846,0.814,0.918,0.8462991287208926,0.9177336339620007,0.8074957931028051,Hepatocytes - portal,0.7910306,0.22070656046023995,0.68330145,0.7254808,3.971944385483233,1.7003164276936458,1.9929785,1.3132033,3.9719515260247196
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_03_1_0_10_0_30_0_19193,tcdd,30.0,17,0.635,0.773,0.878,0.634521911617954,0.8838535863348699,0.7782823626340561,Hepatocytes - portal,0.7598966,0.2149369712484191,0.7737262,0.8078026,15.89816983784213,4.533030767362117,3.9872541,2.0777924,15.898163111090389
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_03_1_0_3_0_30_0_19193,tcdd,0.03,9,0.925,0.893,0.929,0.9259362147614487,0.9137838268878596,0.8866843207966787,Hepatocytes - portal,0.7525363,0.20866681391634626,0.4070353,0.5463802,1.564801987716072,1.0236965736430759,1.2509204,1.0087343,1.5648021242193022
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_1_0_3_10_0_30_0_19193,tcdd,0.1,47,0.978,0.941,0.912,0.9774011899967134,0.9168968053230004,0.9384400316957366,Hepatocytes - portal,0.77069074,0.2039236442546962,0.45538324,0.5531367,0.6650666937581375,1.0070046642113577,0.8155164,1.0032947,0.6650667791979614
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_3_1_0_3_0_30_0_19193,tcdd,0.3,20,0.956,0.955,0.98,0.9566876339826114,0.978958564113618,0.9454187128284883,Hepatocytes - portal,0.8574593,0.26307113627865103,0.4817315,0.6266723,0.7442080053166813,1.0387937396606157,0.86267537,1.0048505,0.7442085350609366
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_03_1_0_3_0_30_0_19193,tcdd,1.0,37,0.96,0.951,0.974,0.9608776955767808,0.9706020069351822,0.9393329359902292,Hepatocytes - portal,0.8035047,0.2294208984950762,0.4866441,0.5651247,0.6631837038573736,0.8775217630831258,0.8143607,0.93442434,0.6631838592937107
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_1_0_3_10_0_30_0_19193,tcdd,0.3,20,0.97,0.978,0.994,0.96960886656731,0.9933194761759367,0.9689485652139221,Hepatocytes - portal,0.8000088,0.21962578067165606,0.49024945,0.61092633,0.8466409628795273,1.1496124253463416,0.92013055,1.0641712,0.8466402849467132
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_3_1_0_3_0_30_0_19193,tcdd,1.0,45,0.966,0.96,0.984,0.9671862454160923,0.979712286115485,0.9506595636801413,Hepatocytes - portal,0.79987913,0.21461969220760171,0.48450142,0.5641952,0.6132229780542743,0.8706578492312073,0.7830853,0.9322612,0.6132226296030814
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_03_0_1_0_3_1_0_30_0_19193,tcdd,0.01,11,0.949,0.912,0.859,0.9484719934991369,0.8841592405774512,0.903081203976183,Hepatocytes - portal,0.7963358,0.24414096170930796,0.455576,0.54397184,0.9925801842238041,0.9100287833620573,0.9962826,0.9549968,0.9925797429141925
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_03_1_0_3_0_30_0_19193,tcdd,3.0,42,0.945,0.949,0.968,0.9441801941231185,0.968863919722031,0.9442529087743557,Hepatocytes - portal,0.79890037,0.23941356583313442,0.46918687,0.5771878,0.8415250463753774,0.8157965320795177,0.91734725,0.90823907,0.8415240814666824
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_1_0_3_10_0_30_0_19193,tcdd,10.0,35,0.856,0.814,0.91,0.8549968743712195,0.9096734901095868,0.8076584900761149,Hepatocytes - portal,0.79663837,0.23114791591741632,0.69388616,0.7440305,2.3555059197807844,1.4304176822291452,1.5347673,1.2042071,2.3555029379094203
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_3_1_0_3_0_30_0_19193,tcdd,3.0,44,0.949,0.953,0.974,0.9495368577434866,0.9744770704353864,0.9490047490222553,Hepatocytes - portal,0.8113316,0.22994020751144795,0.46020228,0.5749587,0.7875747769845045,0.7974668039672647,0.8874537,0.9000695,0.7875746226519209
MultiTaskAaeAutoencoderPipeline,NaultMultiplePipeline_NaultPipeline,dosage_0_01_0_03_0_1_0_3_1_0_30_0_19193,tcdd,0.03,8,0.924,0.882,0.914,0.9237483158614174,0.8956042503675709,0.8749207653995859,Hepatocytes - portal,0.81886184,0.23903936172857493,0.45728284,0.572439,1.4763199740848192,1.0132681331672586,1.215038,1.0045745,1.4763208294968944
