model,dataset,experiment_name,perturbation,dose,DEGs,r2mean,r2mean_top20,r2mean_top100,r2mean_all_boostrap_mean,r2mean_top20_boostrap_mean,r2mean_top100_boostrap_mean,cell_type_test,average_mean_expressed_diff,average_fractions_diff,average_mean_degs20_diff,average_mean_degs100_diff,edistance,wasserstein,euclidean,mean_pairwise,mmd
VidrSinglePipeline,NaultSinglePipeline_NaultPipeline,,tcdd,30.0,1,0.648,0.671,0.612,0.6466204027659899,0.7208473741595083,0.6584826254102133,Portal Fibroblasts,0.80044997,0.7027054882650055,0.7356728,0.6870959,1.008379583698778,0.8624295499967193,1.0041811,0.9269721,1.008379598764427
ScGenPipeline,NaultSinglePipeline_NaultPipeline,,tcdd,30.0,8,0.635,0.508,0.389,0.6314351042058239,0.3421395744225717,0.3529419176482324,Subtype 1,0.88148016,0.7770370316301702,0.69229263,0.7493293,1.783180565239518,1.800496200258532,1.3353578,1.2139276,1.783180481891408
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,,tcdd,30.0,12,0.453,0.663,0.906,0.45284508823163,0.9149167876982582,0.6555923275840821,Hepatocytes - central,0.57109845,0.1613816261934759,0.4610285,0.40983278,0.6837699931503057,0.8241953798171217,0.82690364,0.89458865,0.6837699387674564
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,,tcdd,30.0,5,0.442,0.376,0.41,0.4413259581108137,0.3862212155861257,0.3337346401779748,Macrophage,0.6704411,0.1522132665274827,0.5652843,0.5416708,1.0069637565596972,1.129205598310945,1.0034757,1.0739131,1.0069635770741647
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,,tcdd,30.0,8,0.358,0.378,0.134,0.3553242519920232,0.2593975514343122,0.3670294854077339,Portal Fibroblasts,0.65118474,0.2355454337899543,0.61072665,0.5884243,0.9668626366802884,0.901764141896264,0.9832919,0.950796,0.9668626158889944
ScGenPipeline,NaultSinglePipeline_NaultPipeline,,tcdd,30.0,6,0.797,0.616,0.548,0.7966920677602469,0.7221392114084318,0.6586056652856765,T Cells,0.9075526,0.7925525651586544,0.7119748,0.7568752,0.8116087731247046,1.1486981973436088,0.90089333,1.0528438,0.8116087566243153
VidrSinglePipeline,NaultSinglePipeline_NaultPipeline,,tcdd,30.0,1,0.49,0.188,0.029,0.489595195240788,0.0055968152260065,0.0937407392681874,Macrophage,0.9035216,0.692376969147198,0.6233722,0.7087094,0.8831016631501946,1.170268994797672,0.9397352,1.0592353,0.8831018379335319
ScPreGanPipeline,NaultSinglePipeline_NaultPipeline,,tcdd,30.0,14,0.486,0.384,0.493,0.4854986719006867,0.6041039463113234,0.339868925359558,T Cells,0.7539962,0.1895960921282414,0.605611,0.59056616,0.763565878024803,0.9207986699375368,0.8738227,0.97000414,0.7635658824980198
VidrSinglePipeline,NaultSinglePipeline_NaultPipeline,,tcdd,30.0,3,0.79,0.914,0.978,0.7893080110756188,0.9652935051224768,0.9159920047459936,Hepatocytes - central,0.85690254,0.5916883537036398,0.41098768,0.5192489,0.5176749407228217,0.6987294029715148,0.7194965,0.8314464,0.5176750424633787
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,1.0,22,0.912,0.895,0.962,0.9115697889256872,0.9372463138580752,0.9165303779206228,Hepatocytes - central,0.74083155,0.1241997421750817,0.2724628,0.45658925,0.6815901403965847,0.7809975418875011,0.82558465,0.9011092,0.681589777063844
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,1.0,7,0.507,0.476,0.406,0.5049364688416625,0.3376664321733526,0.5404931497116613,Cholangiocytes,0.75231165,0.1734389356435643,0.44882193,0.6420393,0.8985135825868545,0.9442621666372184,0.9478998,0.9707055,0.8985136293589838
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,1.0,13,0.51,0.733,0.471,0.5036295479754189,0.3835777424349151,0.5915645425382005,Portal Fibroblasts,0.7464948,0.1468495798319327,0.44334856,0.5697171,0.7255178026307327,0.8309134596259371,0.8517734,0.9131802,0.7255178282611379
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,10.0,65,0.949,0.947,0.96,0.94786487940753,0.960620801089927,0.9425332426475954,Hepatocytes - central,0.7492265,0.1349720032180209,0.17376442,0.34836224,0.1745622897520722,0.3907461981611109,0.41780695,0.7058149,0.1745622017754187
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,10.0,23,0.401,0.362,0.632,0.3990833597746942,0.496628476106182,0.2353477221940235,Portal Fibroblasts,0.8086093,0.2052777871148459,0.38271183,0.6130624,0.8736244391496599,0.8849701968595203,0.9346787,0.9403411,0.873624430894489
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,30.0,5,0.279,0.077,0.196,0.2786887219130129,0.2766441189125748,0.1060276076567615,Stellate Cells,0.6340213,0.1870134846287432,0.6434987,0.59190965,0.987976851556742,1.02168534711149,0.9939703,1.0112818,0.9879769049218466
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,1.0,26,0.3,0.452,0.734,0.3003728943517029,0.6919247394135961,0.2574772336193111,Stellate Cells,0.8374541,0.1855933736025964,0.39649287,0.5767823,0.9442300246827326,0.9557647291241612,0.971715,0.9757385,0.9442300045022848
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,3.0,36,0.924,0.941,0.962,0.9229339692530945,0.9374478580480736,0.9336797128003878,Hepatocytes - central,0.6952286,0.0979155797786666,0.26608363,0.36687046,0.4150298709830987,0.6274421088484503,0.6442284,0.801449,0.4150298427436631
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,0.3,14,0.912,0.937,0.941,0.9117841987322366,0.9362340489770156,0.9280068356904162,Hepatocytes - central,0.76045376,0.12742775133012,0.5023612,0.49756047,0.9204719799420744,0.9146298847604408,0.9594119,0.9988512,0.920471845563347
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,3.0,47,0.321,0.465,0.651,0.3216893184929547,0.7254096560508492,0.3009741562465404,Stellate Cells,0.8208809,0.1677262228926024,0.35234013,0.48075557,0.8683983848221491,0.8789101289697081,0.93187904,0.93287444,0.8683984812343486
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,0.1,22,0.298,0.178,0.071,0.2983458472443415,0.0037562393718192,0.0410015375757003,Stellate Cells,0.8383245,0.1960445009234591,0.4150912,0.595216,0.9625511575252804,0.9676388158934413,0.98109704,0.9818322,0.9625512033120778
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,0.1,18,0.848,0.757,0.434,0.8481575977579742,0.7171340429095054,0.7785671051906518,Hepatocytes - portal,0.6997623,0.1000456700574841,0.32149643,0.34196404,0.763230455176034,0.84023462017925,0.87363017,0.9556532,0.7632301597158125
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,0.3,10,0.387,0.694,0.154,0.3846266118344366,0.6970811358124169,0.3948926647696965,Portal Fibroblasts,0.7983575,0.1583392857142857,0.5393713,0.7420992,0.966765379619653,1.0397110659515651,0.98324233,1.0192239,0.966765386146354
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,1.0,21,0.371,0.415,0.643,0.3701272683536734,0.4617633185511431,0.2976072710657675,Endothelial Cells,0.8658297,0.1934428397813096,0.38220125,0.5941869,0.980694341845214,0.9795428511502084,0.9902997,0.9874183,0.980694369435328
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,3.0,14,0.419,0.74,0.906,0.4174743733400353,0.8084686818311525,0.5839379798784204,Portal Fibroblasts,0.84389055,0.1436994235588972,0.55905384,0.70543,0.8605786978762822,0.8646820875174034,0.9276739,0.9301831,0.8605786908597103
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,1.0,22,0.796,0.869,0.895,0.7954589965787178,0.9065850970200964,0.8398051377281154,Hepatocytes - portal,0.6995408,0.0822670338741706,0.33468947,0.41558075,0.7923211014587204,0.8518961825329807,0.89012384,0.93437344,0.7923217521762022
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,10.0,20,0.404,0.506,0.684,0.4041963889634336,0.6442894736893275,0.3597702697527583,Stellate Cells,0.77762496,0.2023584838554027,0.45205802,0.5277532,0.9382343552891704,0.9585356241627888,0.96862495,0.9810602,0.9382343927642166
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,10.0,30,0.539,0.689,0.773,0.5374372028126608,0.6941941710903052,0.5796018482284377,Cholangiocytes,0.81360126,0.2027854549740688,0.3102685,0.56935155,0.7935962364591485,0.8531277425745286,0.89084023,0.9228641,0.7935962348812671
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,0.01,6,0.255,0.011,0.003,0.2544053409138241,0.0001077966982943,0.00119480746956,Stellate Cells,0.8032159,0.1314894617369695,0.8462907,0.78833467,1.1037022512432797,1.0663294770274527,1.0505726,1.0329716,1.1037020435440246
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,3.0,30,0.823,0.887,0.931,0.8217875627200041,0.9311465872662252,0.8514892482089624,Hepatocytes - portal,0.7128849,0.0968730867601209,0.25420874,0.35966578,0.580833504942115,0.6862757601370219,0.7621254,0.8327834,0.5808339055644365
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,3.0,16,0.52,0.651,0.591,0.5167286126164091,0.5561606055383235,0.573024685621936,Cholangiocytes,0.78140646,0.1581211598302687,0.43093815,0.6190484,0.8182646140696985,0.8446534293549848,0.9045797,0.9185886,0.8182646077282931
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,3.0,52,0.494,0.753,0.91,0.4943732632482777,0.9558559478780084,0.6579427760558708,Endothelial Cells,0.8776743,0.1546756645848663,0.2283972,0.47157836,0.7749924319862329,0.8155297481059094,0.88033664,0.8997152,0.7749925003619813
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,0.01,5,0.315,0.498,0.44,0.3132657371295513,0.1040149024230138,0.3951980821810679,Cholangiocytes,0.66050416,0.1461613389910419,0.5585952,0.6072505,1.0077749642957416,0.9862675799170132,1.0038798,0.99308485,1.0077750219995074
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,0.01,5,0.366,0.141,0.071,0.3660993863830935,0.0927785799514495,0.107472705758389,Endothelial Cells,0.853066,0.1796915659570116,0.7050368,0.7908804,1.1044274455565537,1.0802882650099337,1.0509176,1.0386926,1.1044274665083476
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,0.01,11,0.81,0.819,0.797,0.8092073518547359,0.8499724707687656,0.7996386100518339,Hepatocytes - portal,0.66959286,0.0701730819177186,0.30468374,0.38348964,0.9365314222574674,0.9256560120783476,0.967745,0.97010183,0.936531166645086
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,10.0,43,0.87,0.863,0.865,0.8712808097184924,0.8645868296095006,0.8426605289612857,Hepatocytes - portal,0.7457789,0.118853289627245,0.18691486,0.3202175,0.2846453416222864,0.4482590864311603,0.5335219,0.7161487,0.2846456913530329
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,10.0,51,0.42,0.551,0.717,0.4203693029605286,0.6507921940723643,0.3610195153211002,Endothelial Cells,0.8833597,0.2188765995343098,0.29740173,0.51145905,0.723066749458766,0.7990419258016297,0.8503332,0.8889695,0.723067018105505
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,30.0,16,0.436,0.623,0.846,0.4356997353447917,0.8454896020444569,0.6061568113083338,Hepatocytes - portal,0.56864434,0.1495113106197941,0.22935796,0.3270799,0.6243942559776066,0.8152073174209371,0.79018617,0.90786505,0.6243939790718614
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,0.1,7,0.226,0.423,0.376,0.2243079882281538,0.0630484011783995,0.10517024728474,Cholangiocytes,0.8216113,0.2362969692389086,0.7215658,0.7800669,0.9726641973744458,0.9493378167186806,0.9862374,0.9740562,0.9726641786192938
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,0.03,7,0.428,0.619,0.801,0.4263024033046829,0.72255736347326,0.5308263511328906,Cholangiocytes,0.7686302,0.1576829013238402,0.6445771,0.7312455,0.9830997330645624,0.921228884555758,0.9915137,0.9600396,0.9830997247048064
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,0.01,3,0.355,0.269,0.483,0.350498129925557,0.4330322079073819,0.2973789826889029,Portal Fibroblasts,0.6074193,0.1807142857142857,0.5300102,0.56305313,0.9580335175917836,0.9601595292957394,0.978792,0.9775938,0.9580334799256852
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,0.03,11,0.306,0.272,0.03,0.3042427503062455,0.0110814949596213,0.2134037832995528,Portal Fibroblasts,0.74761254,0.2091865168539325,0.43674645,0.6030201,0.9227004509657226,0.9113813471130372,0.96057296,0.95271283,0.922700443332484
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,0.03,16,0.284,0.249,0.446,0.283792194880968,0.3083687627295866,0.1293883041797894,Stellate Cells,0.81560546,0.1686137854824584,0.61443204,0.6860829,0.9912800544184044,0.9813675814669356,0.99563015,0.99088275,0.9912800569543166
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,0.03,23,0.425,0.336,0.792,0.4255172345060634,0.6040083055637504,0.2401682662294952,Endothelial Cells,0.8678308,0.1839140575218984,0.34703696,0.6017842,0.9707554907988368,0.967119375174904,0.9852694,0.98341995,0.9707556513877036
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,0.01,8,0.908,0.931,0.929,0.9086778446426458,0.9262522409435064,0.9114750335977988,Hepatocytes - central,0.6526245,0.0875389353388421,0.1827705,0.3436633,0.9541579307216675,0.8977223095155163,0.9768099,0.96291,0.9541580352718309
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,0.03,9,0.922,0.872,0.939,0.921406310415964,0.9311695825568356,0.8508617536096278,Hepatocytes - central,0.7222102,0.1182545543380961,0.29495966,0.39248756,0.8279134064285066,0.8215463874078281,0.90989727,0.9131833,0.8279132122441772
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,0.03,6,0.79,0.794,0.895,0.790519744757819,0.8766509263055785,0.795627886321213,Hepatocytes - portal,0.66061765,0.0878363209088897,0.25758293,0.4491568,0.9985220457526516,0.9524365607775508,0.999262,0.9765941,0.9985228431618158
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,0.3,11,0.498,0.767,0.462,0.4975510183925491,0.7417891344245726,0.7190948399309629,Cholangiocytes,0.79769224,0.1517137571651902,0.663004,0.7199292,0.9317223117401312,0.9824800083806527,0.96525764,0.992282,0.9317222891393024
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,0.1,14,0.387,0.176,0.017,0.3852261373615163,0.0149903434861811,0.0727868489227202,Portal Fibroblasts,0.81076473,0.2182828571428571,0.5747263,0.70168024,0.9176625561010542,0.9590358259027676,0.957947,0.9785668,0.9176625764744608
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,0.3,19,0.819,0.884,0.933,0.8195131209160091,0.9225796738580808,0.8451671425258853,Hepatocytes - portal,0.69399226,0.0727141250594091,0.25379276,0.39908582,0.8972045740790375,0.9212481968890736,0.9472096,1.0008416,0.8972039562966362
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,0.3,12,0.316,0.45,0.797,0.3156970825225861,0.5301748359707303,0.1721048974507512,Stellate Cells,0.8490978,0.1656903854187855,0.5307664,0.69699514,0.9798626079555876,0.99658870049335,0.9898803,0.9954953,0.9798627535258944
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,0.3,7,0.407,0.496,0.806,0.4069168140508974,0.6009170544715545,0.556789865914555,Endothelial Cells,0.8748072,0.1624153423940831,0.5340328,0.7220935,1.0124964307694928,1.0344517533481614,1.0062288,1.0115447,1.0124964456945205
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,0.1,15,0.389,0.048,0.12,0.3891897153385356,0.0720177123214634,0.0135104710985414,Endothelial Cells,0.8533194,0.1890923126387081,0.51256037,0.7025563,1.0389357783471282,1.022343929616453,1.019282,1.0111793,1.0389354916138298
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,0.1,3,0.925,0.925,0.814,0.92557579921445,0.8153195395431005,0.9173513500776498,Hepatocytes - central,0.7514929,0.1611304383527769,0.46679312,0.51437575,1.1251837305186263,0.975988298092747,1.0607469,1.0035708,1.1251840016590031
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,30.0,4,0.262,0.102,0.13,0.2620313395121558,0.078856349494933,0.0414283281622037,Endothelial Cells,0.63322794,0.1614712819361545,0.5432123,0.5523238,1.1735661796649766,1.1348804113638526,1.0833126,1.0661638,1.173566034793222
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,30.0,9,0.35,0.406,0.094,0.3476652073636074,0.2715305190675071,0.3807873502821157,Portal Fibroblasts,0.6068281,0.1826180039138943,0.55715513,0.54332805,0.9698380912890048,0.9056485794549496,0.9848037,0.95251447,0.9698380854368828
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,30.0,7,0.287,0.172,0.0,0.2867268156124783,0.0331417548486306,0.0573217824094689,Cholangiocytes,0.5297116,0.17075032588686,0.48315364,0.42058587,0.8898886590681372,0.9247547879635792,0.94333893,0.96269506,0.8898886592824807
ScPreGanPipeline,NaultSinglePipeline_NaultLiverTissuePipeline,,tcdd,30.0,20,0.569,0.661,0.824,0.5690872191381567,0.8689944114485335,0.6595927502835469,Hepatocytes - central,0.5306952,0.1248010400279299,0.36821386,0.32843754,0.6253578680699926,0.8034884282799086,0.7907957,0.89155936,0.6253577653141508
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,0.01,0,0.98,0.984,0.974,0.9805559578666112,0.976001611412596,0.9825756586591082,Hepatocytes - portal,0.90978974,0.6693977717200813,0.40760985,0.5377093,53.349969441461376,1.4248144663440747,7.3041234,1.018264,53.3501742788589
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,0.03,0,0.968,0.976,0.982,0.9691280342925792,0.9804575615185236,0.9752955998184252,Hepatocytes - portal,0.9115929,0.6690492829945043,0.41837868,0.53339285,90.06667366711616,1.534381173535992,9.490313,1.0305017,90.06979022680275
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,0.1,0,0.98,0.982,0.953,0.9795948532477756,0.9548600109761824,0.9840503434070595,Hepatocytes - portal,0.9171969,0.674095059318785,0.5641219,0.6173365,58.12205076727566,1.6287667134060289,7.623789,1.0958458,58.12099196767999
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,0.3,3,0.982,0.992,0.998,0.982485013572738,0.9967459056733642,0.9911264981493768,Hepatocytes - portal,0.9240357,0.6871776214828662,0.51395166,0.6461724,23.985338966855856,1.8162644555940697,4.8974776,1.1263729,23.98520810320976
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,0.01,1,0.937,0.956,0.922,0.931257685369222,0.9001876742784058,0.9375514354864356,Portal Fibroblasts,0.83293915,0.7209250415400202,0.64026856,0.78229195,11.201969902173472,1.0229931058643134,3.3469343,1.0139096,11.201969611002378
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,0.01,1,0.96,0.976,0.988,0.9562456177739784,0.9518136228822728,0.9787996148729708,Cholangiocytes,0.8707602,0.664208599765909,0.82543266,0.8391269,13.051705991664948,1.0785819640285594,3.6127148,1.0118798,13.051703584691138
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,0.01,0,0.98,0.982,0.972,0.9788619162373018,0.965626668714644,0.9797646120718632,Endothelial Cells,0.90477175,0.7375249769297639,0.5254663,0.61669755,5.87332848062943,1.1556364541945416,2.4234955,1.0476832,5.873328497394856
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,0.03,2,0.949,0.962,0.974,0.9450922116933952,0.9422357131240094,0.9611401626230736,Portal Fibroblasts,0.85610414,0.7161808520200813,0.7239795,0.8243381,10.48699771850951,0.9555375099989446,3.2383637,0.9760294,10.486997197051863
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,0.01,0,0.98,0.988,0.988,0.9800796288699272,0.9870635869270532,0.9866779162095374,Hepatocytes - central,0.89630526,0.661602881387521,0.39251724,0.5437825,55.913901481280426,1.4167477449708072,7.47756,1.0064805,55.91395221211523
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,0.03,1,0.984,0.986,0.992,0.9836609561841698,0.9917459866462792,0.9859787190158013,Endothelial Cells,0.9100617,0.740132910041372,0.6087646,0.68965256,4.025606207420824,1.0567786098926508,2.0063908,0.99698853,4.02560569649627
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,0.03,0,0.962,0.982,0.992,0.9594004506105998,0.9923802796510937,0.9815353279665296,Cholangiocytes,0.8713731,0.6614351643240257,0.81281406,0.85633326,11.496281200912088,0.9354411658102264,3.390617,0.94567573,11.496280370559688
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,0.01,0,0.982,0.988,0.98,0.982661244605919,0.9729231985985964,0.98356843022772,Stellate Cells,0.8766188,0.7143234991862808,0.48550057,0.5655585,7.540438342170331,1.1048215431003607,2.7459857,0.9998877,7.540441218514164
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,1.0,17,0.956,0.968,0.982,0.9567292138853176,0.983351243374906,0.9664993010552948,Hepatocytes - portal,0.9187738,0.6825611132173424,0.5844377,0.64290375,7.079129131149878,1.8537980515161383,2.6606643,1.0985485,7.079119055072578
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,0.1,1,0.955,0.962,0.976,0.951007996236376,0.9341794960852052,0.9618389073494424,Portal Fibroblasts,0.86360794,0.7270354326241135,0.8225409,0.85716176,8.083011404736219,1.0968125594891662,2.8430634,1.0397019,8.083011383901958
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,0.03,0,0.966,0.976,0.986,0.9660452868759402,0.9901131356164332,0.97512939329354,Hepatocytes - central,0.8967935,0.6578748792856975,0.47119838,0.5234967,88.09930108125407,1.5288029695702114,9.386122,1.0178438,88.09869383207075
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,0.1,1,0.982,0.986,0.974,0.982297918907312,0.9749337079538986,0.9835950382009409,Endothelial Cells,0.9111095,0.7400015866876056,0.62542856,0.6935924,4.67549312559806,1.0778715824549965,2.16229,1.012398,4.675492912595252
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,0.1,1,0.966,0.966,0.968,0.9648761657333432,0.9968329431523864,0.9867170771758764,Cholangiocytes,0.8846032,0.6729646866739744,0.85791254,0.8957587,8.913240166019648,1.003762208569977,2.9855053,0.9759146,8.913239664954625
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,0.3,2,0.951,0.97,0.945,0.9437485893029044,0.9891476528560016,0.969605984586728,Portal Fibroblasts,0.84577286,0.7419417943262412,0.8093096,0.85871243,6.757588976567349,1.229036286372952,2.5995364,1.0987048,6.757588151034704
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,0.03,0,0.988,0.994,0.996,0.9873250328413108,0.9966916451879682,0.9949743592831304,Stellate Cells,0.8805705,0.7155859491223516,0.61387354,0.65343595,5.123496324241753,1.0576059910510285,2.2635148,0.9837148,5.1234967688965485
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,0.3,1,0.988,0.986,0.994,0.9873124184138844,0.9949003540349476,0.9920731092858862,Endothelial Cells,0.91279835,0.7551406336914888,0.68225753,0.7439516,3.044484812724709,1.1989850977379897,1.7448452,1.0681218,3.044485026346542
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,0.3,1,0.964,0.988,0.947,0.961696548921558,0.9930406214542704,0.988045896683932,Cholangiocytes,0.88226336,0.6887282199677719,0.8027296,0.84221697,7.167126353454533,1.1771277717122652,2.6771488,1.0570602,7.167126726543772
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,1.0,1,0.893,0.925,0.846,0.8842612063278102,0.8749467261795073,0.924571696627612,Portal Fibroblasts,0.8322066,0.7588393642052567,0.7587115,0.8143844,7.699300465993531,1.0680929660562477,2.7747614,1.0316474,7.6993007412468195
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,0.1,1,0.97,0.978,0.929,0.9710614847010324,0.9282535635478842,0.9776794397458444,Hepatocytes - central,0.90544015,0.6639777146634773,0.6432568,0.56555486,68.58185796667927,1.6281119529921138,8.281423,1.0704257,68.58124526316728
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,0.1,0,0.988,0.988,0.99,0.9879113222889252,0.9908926335485032,0.988878942202092,Stellate Cells,0.87929183,0.7143109910184754,0.73328775,0.7483994,4.393773727483113,1.0552588030013932,2.0961332,1.0093466,4.393775487523985
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,3.0,31,0.916,0.925,0.953,0.9166025606447712,0.9514739213727572,0.9271186226552302,Hepatocytes - portal,0.9102381,0.6993990487316901,0.4454462,0.5701933,1.654775304591934,1.3492748140939044,1.2863829,1.0168298,1.6547736407409916
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,1.0,0,0.945,0.939,0.96,0.9416968112426312,0.9619084632348748,0.9547088314104604,Cholangiocytes,0.86872756,0.7091731295817162,0.70562154,0.831822,4.606685040161203,1.122885991877141,2.1463184,1.0307299,4.606684878417118
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,1.0,4,0.98,0.968,0.97,0.9807494670603742,0.9798526455144612,0.966825640817696,Endothelial Cells,0.9109959,0.7696427927329124,0.6717533,0.7293685,3.4404145542875977,1.1077802529752268,1.8548353,1.0157431,3.440415019179778
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,3.0,4,0.918,0.899,0.955,0.9154741117731554,0.9691069995235796,0.9027719757769416,Portal Fibroblasts,0.8550138,0.8074028443449047,0.744104,0.8469181,2.485502859085304,0.9623276792817608,1.5765481,0.975989,2.485502684651636
VidrMultiplePipeline,NaultMultiplePipeline_NaultLiverTissuePipeline,,tcdd,0.3,1,0.97,0.976,0.968,0.969291891429511,0.9699887815300988,0.974925991796696,Hepatocytes - central,0.9078737,0.677821622281552,0.6338256,0.6161014,29.08386853291673,1.828899684156081,5.392946,1.116828,29.08385397737434
